bytes,percentage,filenames,linenumbers
16128,98.44,/home/baffier/.julia/packages/PatternFolds/hAnP4/src/vector.jl,87
160,0.98,/home/baffier/.julia/packages/PatternFolds/hAnP4/src/vector.jl,19
48,0.29,/home/baffier/.julia/packages/PatternFolds/hAnP4/src/intervals.jl,32
48,0.29,/home/baffier/.julia/packages/PatternFolds/hAnP4/src/common.jl,100
